objectid,parentid,title,creator,date,era,description,subject,publisher,source,relation,hasVersion,type,format,extent,language,rights,license,isPartOf,isReferencedBy,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
abb13034,,"Hans Bock d. Ä., ‹Venustanz›, 1580/1590",Hans Bock d. Ä. Q693916,1580~/1590~,Neuzeit,"Im ‹Venustanz› inszenierte Hans Bock mytho- logische Figuren in einem Kirchenraum, der an das Innere des Basler Münsters erinnert.",Kunst; Sexismus; Körper; Intimität; Erotik,Städelmuseum Frankfurt,Städelmuseum Inv. 2233,https://www.staedelmuseum.de/go/ds/2233,,http://purl.org/dc/dcmitype/Image,image/png,5662x4183,,"Public Domain Mark
Städel Museum, Frankfurt a. M., Inv. 2233",https://creativecommons.org/publicdomain/mark/1.0/,4,22,image,,https://omeka.unibe.ch/files/large/006f90da38d4c2b13c373f8aae13bfb4c3674ee8.jpg,https://omeka.unibe.ch/files/large/006f90da38d4c2b13c373f8aae13bfb4c3674ee8.jpg,,
abb13173,,"Haus ‹zum Löwenzorn›, Fassadenmalerei aus dem 16. Jahrhundert",,1600~,Neuzeit,"Die Fassadenmalereien am Haus ‹zum Löwenzorn› am Gemsberg (Nr. 2–4) gab der Eigentümer des Hauses, der aus Italien zugewanderte Kaufmann Balthasar Ravelasca, Mitte des 16. Jahrhunderts in Auftrag. Sie zeigen exemplarisch, dass Basel um 1600 eine bunte Stadt war. Ravelasca liess auch den Festsaal mit Wandmalereien ausschmücken.",Wohnen; Architektur,Kantonale Denkmalpflege Basel-Stadt,,,,http://purl.org/dc/dcmitype/Image,,,,"In Copyright, Peter Schulthess
Kantonale Denkmalpflege Basel-Stadt, Foto Peter Schulthess",https://rightsstatements.org/page/InC/1.0/,4,23,record,,,,,
abb24030,,"Hans Lüpold, Die ‹Grosse Gelte› der Weinleutenzunft, 1613",Hans Lüpold,1613,Neuzeit,"Die Bearbeitung von Edelmetallen war ein facettenreicher Vorgang, der Menschen im frühneuzeitlichen Basel auf verschiedenen Ebenen zu faszinieren vermochte. Dies hatte viel mit handwerklichem Wissen, aber auch mit Herrschaft und zeitgenössischen Debatten rund um Konsum zu tun. Beispielhaft zeigen sich diese Dimensionen an der Grossen Gelte der Basler Weinleutenzunft. 1613 vom Goldschmied Hans Lüpold aus Silber gefertigt, greift die Form des repräsentativen Trinkgefässes das Zunftwappen der Weinleute auf: Die Gelte war ein geeichtes Gefäss, mit dem das ‹Weinumgeld› bemessen wurde, die wichtigste von der Herrschaft erhobene Konsumsteuer.",Konsum; Herrschaft,Historisches Museum Basel,HMB,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/trinkgefaess-der-weinleutenzunft-in-form-einer-gelte/,,http://purl.org/dc/dcmitype/Image,image/tiff,1928x1784,,"CC BY-SA 4.0, Peter Portner
HMB, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,24,multiple,,https://omeka.unibe.ch/files/large/a36774d3e3eb9ce0a8a8e1a409ac093740bf13f2.jpg,https://omeka.unibe.ch/files/large/a36774d3e3eb9ce0a8a8e1a409ac093740bf13f2.jpg,,
abb24030_0,abb24030,,Hans Lüpold,1613,Neuzeit,"Die Bearbeitung von Edelmetallen war ein facettenreicher Vorgang, der Menschen im frühneuzeitlichen Basel auf verschiedenen Ebenen zu faszinieren vermochte. Dies hatte viel mit handwerklichem Wissen, aber auch mit Herrschaft und zeitgenössischen Debatten rund um Konsum zu tun. Beispielhaft zeigen sich diese Dimensionen an der Grossen Gelte der Basler Weinleutenzunft. 1613 vom Goldschmied Hans Lüpold aus Silber gefertigt, greift die Form des repräsentativen Trinkgefässes das Zunftwappen der Weinleute auf: Die Gelte war ein geeichtes Gefäss, mit dem das ‹Weinumgeld› bemessen wurde, die wichtigste von der Herrschaft erhobene Konsumsteuer.",Konsum; Herrschaft,Historisches Museum Basel,HMB,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/trinkgefaess-der-weinleutenzunft-in-form-einer-gelte/,,http://purl.org/dc/dcmitype/Image,image/tiff,1928x1784,,"CC BY-SA 4.0, Peter Portner
HMB, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,24,image,https://omeka.unibe.ch/files/original/a36774d3e3eb9ce0a8a8e1a409ac093740bf13f2.tif,https://omeka.unibe.ch/files/large/a36774d3e3eb9ce0a8a8e1a409ac093740bf13f2.jpg,https://omeka.unibe.ch/files/large/a36774d3e3eb9ce0a8a8e1a409ac093740bf13f2.jpg,,
abb24030_1,abb24030,,Hans Lüpold,1613,Neuzeit,"Die Bearbeitung von Edelmetallen war ein facettenreicher Vorgang, der Menschen im frühneuzeitlichen Basel auf verschiedenen Ebenen zu faszinieren vermochte. Dies hatte viel mit handwerklichem Wissen, aber auch mit Herrschaft und zeitgenössischen Debatten rund um Konsum zu tun. Beispielhaft zeigen sich diese Dimensionen an der Grossen Gelte der Basler Weinleutenzunft. 1613 vom Goldschmied Hans Lüpold aus Silber gefertigt, greift die Form des repräsentativen Trinkgefässes das Zunftwappen der Weinleute auf: Die Gelte war ein geeichtes Gefäss, mit dem das ‹Weinumgeld› bemessen wurde, die wichtigste von der Herrschaft erhobene Konsumsteuer.",Konsum; Herrschaft,Historisches Museum Basel,HMB,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/trinkgefaess-der-weinleutenzunft-in-form-einer-gelte/,,http://purl.org/dc/dcmitype/Image,image/tiff,1928x1784,,"CC BY-SA 4.0, Peter Portner
HMB, Foto Peter Portner",https://creativecommons.org/licenses/by-sa/4.0/,4,24,image,https://omeka.unibe.ch/files/original/29b89e8bb9abdf454794c3a5bce7f2db8fa4f76a.tif,https://omeka.unibe.ch/files/large/29b89e8bb9abdf454794c3a5bce7f2db8fa4f76a.jpg,https://omeka.unibe.ch/files/large/29b89e8bb9abdf454794c3a5bce7f2db8fa4f76a.jpg,,
abb13176,,"Anonym, ‹Fressender Narr› aus dem Stammbuch von Jacob Götz, 16. Jahrhundert",Anonym,16XX,Neuzeit,Stammbücher waren wichtige Medien der sozialen Vernetzung. Das Bild eines ‹fressenden Narren› aus dem Stammbuch von Jacob Götz spielt auf Exzesse während der Badeausflüge an. Im dazugehörigen Gedicht wird das «sufen» und «fressen» auf der Badenfahrt ironisch als «vom Tüfel» herkommend verurteilt.,Medien; Gesellschaft; Normen,Historisches Museum Basel,HMB Inv. 1870.921,Nicht im Online-Katalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,7320x5484,,"CC BY-SA 4.0, Natascha Jansen
HMB, Inv. 1870.921, Foto Natascha Jansen",https://creativecommons.org/licenses/by-sa/4.0/,4,25,image,,https://omeka.unibe.ch/files/large/fbfd986fc4ddcca1af9ed3ccb460b9efc68dbdff.jpg,https://omeka.unibe.ch/files/large/fbfd986fc4ddcca1af9ed3ccb460b9efc68dbdff.jpg,,
abb13184,,"Heil-, Kur- und Wildbäder – Treffpunkte der Basler Elite",Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Heil-, Kur- und Wildbäder waren für die Basler Eliten wichtige soziale Räume. In den nahe der Stadt gelegenen Bädern trafen sie sich untereinander und mit dem Adel aus der Region. In weiter entfernten Orten wie dem Tagsatzungsort Baden vernetzten sie sich mit
den eidgenössischen und europäischen Eliten.",Kultur; Raum,,,,,http://purl.org/dc/dcmitype/Image,application/pdf,1229x1208 / 166x38,,"Public Domain Mark
Quelle: Terrain: Esri Inc., USA. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,26,compound_object,,,,,
abb13184_0,abb13184,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Heil-, Kur- und Wildbäder waren für die Basler Eliten wichtige soziale Räume. In den nahe der Stadt gelegenen Bädern trafen sie sich untereinander und mit dem Adel aus der Region. In weiter entfernten Orten wie dem Tagsatzungsort Baden vernetzten sie sich mit
den eidgenössischen und europäischen Eliten.",Kultur; Raum,,,,,http://purl.org/dc/dcmitype/Image,application/pdf,1229x1208 / 166x38,,"Public Domain Mark
Quelle: Terrain: Esri Inc., USA. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,26,pdf,https://omeka.unibe.ch/files/original/7b57808e8fd53368cadfa48dbaa0e77374956318.pdf,,,,
abb13184_1,abb13184,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Heil-, Kur- und Wildbäder waren für die Basler Eliten wichtige soziale Räume. In den nahe der Stadt gelegenen Bädern trafen sie sich untereinander und mit dem Adel aus der Region. In weiter entfernten Orten wie dem Tagsatzungsort Baden vernetzten sie sich mit
den eidgenössischen und europäischen Eliten.",Kultur; Raum,,,,,http://purl.org/dc/dcmitype/Image,application/pdf,1229x1208 / 166x38,,"Public Domain Mark
Quelle: Terrain: Esri Inc., USA. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,26,pdf,https://omeka.unibe.ch/files/original/73f20f029b647931c45bc8dc578237ac0703e12d.pdf,,,,
abb13184_2,abb13184,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Heil-, Kur- und Wildbäder waren für die Basler Eliten wichtige soziale Räume. In den nahe der Stadt gelegenen Bädern trafen sie sich untereinander und mit dem Adel aus der Region. In weiter entfernten Orten wie dem Tagsatzungsort Baden vernetzten sie sich mit
den eidgenössischen und europäischen Eliten.",Kultur; Raum,,,,,http://purl.org/dc/dcmitype/Image,application/pdf,1229x1208 / 166x38,,"Public Domain Mark
Quelle: Terrain: Esri Inc., USA. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,26,record,https://omeka.unibe.ch/files/original/09184abd8ef4f777b55781c14789650340b7e529.geojson,,,,
abb13184_3,abb13184,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Heil-, Kur- und Wildbäder waren für die Basler Eliten wichtige soziale Räume. In den nahe der Stadt gelegenen Bädern trafen sie sich untereinander und mit dem Adel aus der Region. In weiter entfernten Orten wie dem Tagsatzungsort Baden vernetzten sie sich mit
den eidgenössischen und europäischen Eliten.",Kultur; Raum,,,,,http://purl.org/dc/dcmitype/Image,application/pdf,1229x1208 / 166x38,,"Public Domain Mark
Quelle: Terrain: Esri Inc., USA. Bearbeitung:
Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,26,record,https://omeka.unibe.ch/files/original/3f0f3068d9e68360f693a3d849ff28b0a08cd203.geojson,,,,
abb14219,,"Johann Sixt Ringle, Bürgermeister der Stadt Basel, mit Oberstknecht und zwei Ratsdienern, um 1625",Johann Sixt Ringle,1625~,Neuzeit,"Farben, Zeichen und Insignien drückten die Basler Staatsgewalt und Rechtshoheit aus. Neben dem Bürgermeister besass der Oberstknecht, hier in Begleitung zweier Ratsdiener in Amtstracht dargestellt, weitgehende Befugnisse.",Stadt; Politik; Herrschaft,Historisches Museum Basel,HMB Inv. 1977.292,Nicht im Online-Katalog verzeichnet,,http://purl.org/dc/dcmitype/Image,image/tiff,3780x2946,,"CC BY-SA 4.0
HMB, Inv. 1977.292",https://creativecommons.org/licenses/by-sa/4.0/,4,27,image,,https://omeka.unibe.ch/files/large/1353751be1b6656fe7696b68dc56d46b0993d0bf.jpg,https://omeka.unibe.ch/files/large/1353751be1b6656fe7696b68dc56d46b0993d0bf.jpg,,
abb14227,,"Basler Blutgerichtsstab, aus Elfenbein geschnitzt, vor 1763",,..1763,Neuzeit,"Zu den Amtsinsignien des Oberstknechts gehörte der Blutgerichtsstab mit einem auf zwei
gekreuzten Knochen liegenden Totenschädel, der bei der Verkündigung von Todesurteilen zum Einsatz kam.",Tod; Politik; Gewalt,Historisches Museum Basel,HMB Inv. 1876.13,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/basler-blutgerichtsstab/,,http://purl.org/dc/dcmitype/Image,image/tiff,3814x4823,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1876.13, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,28,image,,https://omeka.unibe.ch/files/large/97419913e53786e078f55203267cf57eeeb1e060.jpg,https://omeka.unibe.ch/files/large/97419913e53786e078f55203267cf57eeeb1e060.jpg,,
abb14375,,Die Amtsbezirke der Herrschaft Basel,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Landschaft Basels war in sieben Verwaltungsbezirke unterteilt: die Landvogteien Farnsburg, Homburg, Waldenburg, Liestal, Münchenstein, Riehen und Kleinhüningen. An der Spitze jeder Vogtei stand ein Landvogt, der im Auftrag des Rats das Polizei-, Steuer- und Militärwesen regelte.",Politik; Herrschaft,Marco Zanoli,,https://commons.wikimedia.org/wiki/File:Gliederung_Stadtstaat_Basel_1798.png,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x1179 / 873x447,,"CC BY-SA 4.0
Quelle: Gliederung des Stadtstaats Basel
1988; Marco Zanoli / Wikimedia Commons.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,29,compound_object,,,,,
abb14375_0,abb14375,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Landschaft Basels war in sieben Verwaltungsbezirke unterteilt: die Landvogteien Farnsburg, Homburg, Waldenburg, Liestal, Münchenstein, Riehen und Kleinhüningen. An der Spitze jeder Vogtei stand ein Landvogt, der im Auftrag des Rats das Polizei-, Steuer- und Militärwesen regelte.",Politik; Herrschaft,Marco Zanoli,,https://commons.wikimedia.org/wiki/File:Gliederung_Stadtstaat_Basel_1798.png,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x1179 / 873x447,,"CC BY-SA 4.0
Quelle: Gliederung des Stadtstaats Basel
1988; Marco Zanoli / Wikimedia Commons.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,29,pdf,https://omeka.unibe.ch/files/original/0343825241515a5fe4ade8d5822602c8f5c91193.pdf,,,,
abb14375_1,abb14375,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Landschaft Basels war in sieben Verwaltungsbezirke unterteilt: die Landvogteien Farnsburg, Homburg, Waldenburg, Liestal, Münchenstein, Riehen und Kleinhüningen. An der Spitze jeder Vogtei stand ein Landvogt, der im Auftrag des Rats das Polizei-, Steuer- und Militärwesen regelte.",Politik; Herrschaft,Marco Zanoli,,https://commons.wikimedia.org/wiki/File:Gliederung_Stadtstaat_Basel_1798.png,,http://purl.org/dc/dcmitype/Image,application/pdf,1417x1179 / 873x447,,"CC BY-SA 4.0
Quelle: Gliederung des Stadtstaats Basel
1988; Marco Zanoli / Wikimedia Commons.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,29,pdf,https://omeka.unibe.ch/files/original/bc6e3c9d87950b7883900ce89fe00cf8453f0786.pdf,,,,
abb14375_2,abb14375,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Landschaft Basels war in sieben Verwaltungsbezirke unterteilt: die Landvogteien Farnsburg, Homburg, Waldenburg, Liestal, Münchenstein, Riehen und Kleinhüningen. An der Spitze jeder Vogtei stand ein Landvogt, der im Auftrag des Rats das Polizei-, Steuer- und Militärwesen regelte.",Politik; Herrschaft,Marco Zanoli,,https://commons.wikimedia.org/wiki/File:Gliederung_Stadtstaat_Basel_1798.png,,http://purl.org/dc/dcmitype/Image,application/geo+json,1417x1179 / 873x447,,"CC BY-SA 4.0
Quelle: Gliederung des Stadtstaats Basel
1988; Marco Zanoli / Wikimedia Commons.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,29,record,https://omeka.unibe.ch/files/original/95f0eb46de72fbc5eb7771983b2249c3d6e55b24.geojson,,,,
abb14375_3,,Test Geodata,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Landschaft Basels war in sieben Verwaltungsbezirke unterteilt: die Landvogteien Farnsburg, Homburg, Waldenburg, Liestal, Münchenstein, Riehen und Kleinhüningen. An der Spitze jeder Vogtei stand ein Landvogt, der im Auftrag des Rats das Polizei-, Steuer- und Militärwesen regelte.",Politik; Herrschaft,Marco Zanoli,,https://commons.wikimedia.org/wiki/File:Gliederung_Stadtstaat_Basel_1798.png,,http://purl.org/dc/dcmitype/Image,application/geo+json,1417x1179 / 873x447,,"CC BY-SA 4.0
Quelle: Gliederung des Stadtstaats Basel
1988; Marco Zanoli / Wikimedia Commons.
Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/licenses/by-sa/4.0/,4,29,geodata,https://omeka.unibe.ch/files/original/001854ffc86626ed233b064046beff01b44f16f6.geojson,,,,
abb14397,,Die Basler Ratsverfassung,,,Neuzeit,Das politische System war durch ein komplexes Geflecht von Ämtern und Institutionen geprägt. Es beruhte wesentlich auf Ungleichheit. Wahlberechtigt waren nur männliche Bürger.,Politik,Superdotstudio Basel,,,,http://purl.org/dc/dcmitype/Image,,,,"In Copyright
Quelle: https://hls-dhs-dss.ch/de/articles/
007478/2017-05-30/. Bearbeitung: Superdot
Studio Basel",https://rightsstatements.org/page/InC-RUU/1.0/,4,30,record,,,,,
abb24255,,Schuldner des Basler Kartäuserklosters 1660,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Karte zeigt die säumigen Schuldner und Schuldnerinnen des Basler Kartäuserklosters im Jahr 1660. Weitere, auf der Karte nicht dargestellte Schuldner waren der römisch-deutsche König (1743 lb), das Fürstentum Österreich (4876 lb) und die Landschaft Baden (9250 lb).",Politik; Stadt,"Schweizer 1910, S. 177-357;",,https://www.google.com/maps/d/viewer?mid=1Ii7h5dJsTyrcmc7OryYYYMB_AITfl78&ll=47.728834294107045%2C7.7499140832031355&z=9,,http://purl.org/dc/dcmitype/Image,application/pdf,1276x1358 / 354x608,,"Public Domain Mark
Quelle: Schweizer 1910, S. 177-357; Terrain:
Esri Inc., USA. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,31,compound_object,,,,,
abb24255_0,abb24255,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Karte zeigt die säumigen Schuldner und Schuldnerinnen des Basler Kartäuserklosters im Jahr 1660. Weitere, auf der Karte nicht dargestellte Schuldner waren der römisch-deutsche König (1743 lb), das Fürstentum Österreich (4876 lb) und die Landschaft Baden (9250 lb).",Politik; Stadt,"Schweizer 1910, S. 177-357;",,https://www.google.com/maps/d/viewer?mid=1Ii7h5dJsTyrcmc7OryYYYMB_AITfl78&ll=47.728834294107045%2C7.7499140832031355&z=9,,http://purl.org/dc/dcmitype/Image,application/pdf,1276x1358 / 354x608,,"Public Domain Mark
Quelle: Schweizer 1910, S. 177-357; Terrain:
Esri Inc., USA. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,31,pdf,https://omeka.unibe.ch/files/original/35ae48218eb4177bbb1a2bc2109fd882f5cd3b12.pdf,,,,
abb24255_1,abb24255,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Karte zeigt die säumigen Schuldner und Schuldnerinnen des Basler Kartäuserklosters im Jahr 1660. Weitere, auf der Karte nicht dargestellte Schuldner waren der römisch-deutsche König (1743 lb), das Fürstentum Österreich (4876 lb) und die Landschaft Baden (9250 lb).",Politik; Stadt,"Schweizer 1910, S. 177-357;",,https://www.google.com/maps/d/viewer?mid=1Ii7h5dJsTyrcmc7OryYYYMB_AITfl78&ll=47.728834294107045%2C7.7499140832031355&z=9,,http://purl.org/dc/dcmitype/Image,application/pdf,1276x1358 / 354x608,,"Public Domain Mark
Quelle: Schweizer 1910, S. 177-357; Terrain:
Esri Inc., USA. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,31,pdf,https://omeka.unibe.ch/files/original/4499eafbd5e5c5fbbbee5501bfe12d6f4bc896f8.pdf,,,,
abb24255_2,abb24255,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Karte zeigt die säumigen Schuldner und Schuldnerinnen des Basler Kartäuserklosters im Jahr 1660. Weitere, auf der Karte nicht dargestellte Schuldner waren der römisch-deutsche König (1743 lb), das Fürstentum Österreich (4876 lb) und die Landschaft Baden (9250 lb).",Politik; Stadt,"Schweizer 1910, S. 177-357;",,https://www.google.com/maps/d/viewer?mid=1Ii7h5dJsTyrcmc7OryYYYMB_AITfl78&ll=47.728834294107045%2C7.7499140832031355&z=9,,http://purl.org/dc/dcmitype/Image,application/pdf,1276x1358 / 354x608,,"Public Domain Mark
Quelle: Schweizer 1910, S. 177-357; Terrain:
Esri Inc., USA. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,31,record,https://omeka.unibe.ch/files/original/f34778e14494e79511ab82bfa4f55d52b1c43164.geojson,,,,
abb24255_3,abb24255,,Stadt.Geschichte.Basel Q122442230,,Neuzeit,"Die Karte zeigt die säumigen Schuldner und Schuldnerinnen des Basler Kartäuserklosters im Jahr 1660. Weitere, auf der Karte nicht dargestellte Schuldner waren der römisch-deutsche König (1743 lb), das Fürstentum Österreich (4876 lb) und die Landschaft Baden (9250 lb).",Politik; Stadt,"Schweizer 1910, S. 177-357;",,https://www.google.com/maps/d/viewer?mid=1Ii7h5dJsTyrcmc7OryYYYMB_AITfl78&ll=47.728834294107045%2C7.7499140832031355&z=9,,http://purl.org/dc/dcmitype/Image,application/pdf,1276x1358 / 354x608,,"Public Domain Mark
Quelle: Schweizer 1910, S. 177-357; Terrain:
Esri Inc., USA. Bearbeitung: Nico Görlich / Moritz Twente",https://creativecommons.org/publicdomain/mark/1.0/,4,31,record,https://omeka.unibe.ch/files/original/dfb5f78881c533c2d7b1c77ca7a205cf4d67de16.geojson,,,,
abb14554,,"Wahlinstrumente für die Besetzung der Basler Staats-, Universitäts- und Zunftämter nach der Ballotierordnung von 1688, 17./18. Jahrhundert",,1688,Neuzeit,"Um die vielfach beklagte Korruption bei der Ämtervergabe zu verhindern, versuchte man in Basel seit 1688 das Wahlverfahren durch das sogenannte Ballot zu anonymisieren. Es bestand aus einem Holzkasten und aus Kugeln, die aus unterschiedlichen Materialien gefertigt waren. Mithilfe der Kugeln liess sich die Anzahl der Wahlberechtigten jeweils um ein Drittel reduzieren. So entschied letztlich das Los darüber, wer zu Amt und Würden gelangte.",Politik,Historisches Museum Basel,HMB Inv. 1880.103,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/wahlinstrumente-fuer-die-besetzung-der-basler-staats-universitaets-und-zunftaemter-nach-der-ballotie/,,http://purl.org/dc/dcmitype/Image,image/tiff,4418x3272,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1880.103, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,32,image,,https://omeka.unibe.ch/files/large/2107c5525f1c1ade848f76864d2095a088eb9ec1.jpg,https://omeka.unibe.ch/files/large/2107c5525f1c1ade848f76864d2095a088eb9ec1.jpg,,
abb14638,,"Stammbaum der Familie Burckhardt, 1816",,1816,Neuzeit,"Ausgehend von den Stammeltern Christoph Burckhardt (1490–1578) und seiner zweiten Ehefrau Gertrud Brand (1516–1600), stellten die Burckhardt über Jahrhunderte hinweg Bürgermeister, Diplomaten und Gelehrte und gehörten damit zu den einflussreichsten Familien Basels. Stammbäume dokumentierten diese Bedeutung der führenden Familien.",Familie,Staatsarchiv Basel-Stadt,Stammbäume 53,https://dls.staatsarchiv.bs.ch/records/320060,,http://purl.org/dc/dcmitype/Image,image/tiff,8825x7547,,"Bilddaten gemeinfrei - StABS
StABS, Stammbäume 53",https://creativecommons.org/publicdomain/mark/1.0/,4,33,image,,https://omeka.unibe.ch/files/large/7e674f6100ccc6193fc9c27dce233b6a59a5e551.jpg,https://omeka.unibe.ch/files/large/7e674f6100ccc6193fc9c27dce233b6a59a5e551.jpg,,
abb14896,,"Johann Jakob Handmann, goldene Basler Verdienstmedaille, 1769",Johann Jakob Handmann,1769,Neuzeit,"Weibliche Allegorien spielten in der politischen Symbolik der Stadt eine grosse Rolle. Die mit Mauerkrone, Wappenschild, Freiheitshut und Füllhorn dargestellte ‹Basilea› symbolisierte die Wehrhaftigkeit und Souveränität der freien ‹Republik›.",Politik; Frauenbild,http://www.sincona.com/,,https://auktionen.sincona.com/Los/37/4149.0/SCHWEIZ%2FBasel%2FStadt%20und%20Kanton%20Basel/forceprint/,,http://purl.org/dc/dcmitype/Image,image/jpeg,893x889,,"In Copyright
Exemplar der Auktion SINCONA 57, Zürich, Mai 2019, Los 4149, www.sincona.com",https://rightsstatements.org/page/InC/1.0/,4,34,record,,,,,
abb15034,,"Silberne, teilweise vergoldete Basler Botenbüchse, 1553",,1553,Neuzeit,"Die politische Kommunikation zwischen entfernten Orten wurde in der Regel durch Boten organisiert, die Briefe und Geschenke mit sich führten. Basel stattete seine Boten unter
anderem mit einer kleinen Botenbüchse aus, die mit dem Baselstab als Erkennungszeichen versehen war.",Politik; Kommunikation,Historisches Museum Basel,HMB Inv. 1870.891,https://www.hmb.ch/museen/sammlungsobjekte/einzelansicht/s/basler-botenbuechse/,,http://purl.org/dc/dcmitype/Image,image/tiff,2688x5330,,"CC BY-SA 4.0, Maurice Babey
HMB, Inv. 1870.891, Foto Maurice Babey",https://creativecommons.org/licenses/by-sa/4.0/,4,35,image,,https://omeka.unibe.ch/files/large/1db644cb6fe8948d9ce7affcfc98864852108652.jpg,https://omeka.unibe.ch/files/large/1db644cb6fe8948d9ce7affcfc98864852108652.jpg,,
abb15043,,"Matthäus Merian d. Ä., Basler Merianplan, 1617",Matthäus Merian d. Ä. Q57968,1617,Neuzeit,"Matthäus Merian d.Ä. (1593–1650) erstellte 1617 auf der Basis umfangreicher Vorarbeiten eine Radierung von Basel aus der Vogelperspektive, die einen detaillierten Eindruck von der Stadt gibt (Masse: 70 × 105 cm). Am linken unteren Bildrand findet sich eine Figurengruppe. Sie umfasst neben einem Bürgermeister, Ratsherrn und Bürger auch einen jungen Mann sowie eine verheiratete und eine ledige Frau. Auf den Gassen und Plätzen der Stadt sind Menschen und Fuhrwerke zu sehen, und der Rhein wird von Schiffen befahren.",Stadt,Universitätsbibliothek Basel,UBH Schw MI 4,https://doi.org/10.3931/e-rara-25584,,http://purl.org/dc/dcmitype/Image,image/jpeg,13790x9133,Latein,"Public Domain Mark
UB Basel, UBH Schw MI 4",https://creativecommons.org/publicdomain/mark/1.0/,4,36,image,,https://omeka.unibe.ch/files/large/c6593aa53adfc2e24cd11fee4c49181bbbbe92d3.jpg,https://omeka.unibe.ch/files/large/c6593aa53adfc2e24cd11fee4c49181bbbbe92d3.jpg,,
